股票,市场,名称,行业模型,优质池等级,综合优质分,基础理论分,去短历史封顶分,去短历史封顶等级,是否因历史数据封顶,是否因历史数据受限,是否因排雷状态扣分,是否因规则AI分歧扣分,封顶原因,规则质量评级,规则质量分,AI评级,数据年数,历史可信度,数据质量,数据质量分,风险扣分,质量理由,综合观察
002155,CN,湖南黄金,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002357,CN,富临运业,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002479,CN,富春环保,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002817,CN,黄山胶囊,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002959,CN,小熊电器,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
301121,CN,紫建电子,科技,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,9,B 中等历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
IOSP,US,Innospec Inc. - Common Stock,周期,可研究池,74.0,79.8,75.8,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,89,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
WMK,US,"Weis Markets, Inc. Common Stock",通用,可研究池,74.0,79.8,75.8,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,89,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
OVV,US,Ovintiv Inc. (DE),周期,可研究池,74.0,79.7,75.7,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
SBLK,US,Star Bulk Carriers Corp. - Common Shares,周期,可研究池,74.0,79.7,75.7,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
601717,CN,中创智领,通用,可研究池,75.7,79.7,75.7,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603655,CN,朗博科技,科技,可研究池,75.7,79.7,75.7,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
688273,CN,麦澜德,通用,可研究池,75.7,79.7,75.7,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,8,B 中等历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
SHW,US,Sherwin-Williams Company (The) Common Stock,周期,可研究池,71.0,82.7,75.7,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,87,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
688692,CN,达梦数据,通用,可研究池,75.7,82.7,75.7,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,7,B 中等历史,Medium,87,排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
NUE,US,Nucor Corporation Common Stock,周期,可研究池,74.0,79.6,75.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
FC,US,Franklin Covey Company Common Stock,通用,可研究池,74.0,79.6,75.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
LNT,US,Alliant Energy Corporation - Common Stock,周期,可研究池,74.0,79.6,75.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
GLE,US,Global Engine Group Holding Limited - Class A Ordinary Shares,科技,可研究池,74.0,79.6,75.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,91,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
EQNR,US,Equinor ASA,周期,可研究池,74.0,79.5,75.5,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
IIIN,US,"Insteel Industries, Inc. Common Stock",周期,可研究池,74.0,79.5,75.5,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
ELTK,US,Eltek Ltd. - Ordinary Shares,科技,可研究池,74.0,79.5,75.5,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
000933,CN,神火股份,通用,可研究池,75.5,79.5,75.5,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
