综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
59.8,观察池,规则质量可跟踪,规则质量68；ROE43.8%；ROE波动30.8%；数据质量Medium；AI谨慎观察；PE61.80；PB4.56,排雷需关注,603285,CN,键邦股份,-,通用,ROE、现金流、资产负债率,61.80,4.56,43.8%,30.8%,-,8.3%,-,-,未分红/不适用,-12.2%,7,7,87,Medium,未知,警惕,70,可跟踪,68,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,公司ROE极高（43.8%），但波动大（30.8%），且近5年营收CAGR为-12.2%，增长明显下滑。无负债（资产负债率8.3%），现金流稳定（无负OCF），但未分红。数据年限7年，质量中等。高ROE与负增长并存，需验证盈利可持续性。,营收持续下滑可能反映行业或竞争劣势；高ROE波动性暗示盈利不稳定；未分红可能影响股东回报；数据年限较短，长期趋势不明。,关注营收下滑是否触底；ROE能否维持高位；未来分红政策变化；行业竞争格局及公司市场份额。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.8,观察池,规则质量可跟踪；AI可跟踪,规则质量67；ROE9.9%；ROE波动54.4%；数据质量High；AI可跟踪；PE35.05；PB10.65,排雷需关注,600186,CN,莲花控股,-,通用,ROE、现金流、资产负债率,35.05,10.65,9.9%,54.4%,-,50.2%,-,-,未分红/不适用,17.4%,10,10,100,High,未知,警惕,70,可跟踪,67,数据质量高；长期ROE达到行业基本线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大,可跟踪,Medium,10年ROE均值9.9%尚可，但波动高达54.4%，净利润波动3.42，显示盈利稳定性不足。近5年无亏损且经营现金流持续为正，营收增长17.4%较快。资产负债率50.2%适中，但未分红且缺乏FCF数据，现金流质量待验证。,ROE和净利润波动大，盈利稳定性存疑；未分红可能反映现金流或资本配置问题；缺乏FCF和利息覆盖倍数，财务健康度评估受限。,关注未来ROE稳定性及净利润波动趋势；获取FCF数据以评估现金流质量；观察分红政策变化；跟踪营收增长可持续性。,deepseek-chat,否,规则质量评级与AI评级一致
59.7,观察池,规则质量可跟踪；AI可跟踪,规则质量71；ROE7.1%；ROE波动0.4%；数据质量Medium；AI可跟踪；PE22.15；PB1.67,短历史封顶；排雷需关注,FTS,US,Fortis Inc. Common Shares,Utilities - Regulated Electric,通用,ROE、现金流、资产负债率,22.15,1.67,7.1%,0.4%,-1230750000.00,65.4%,16.7%,2.59,未分红/不适用,3.3%,4,6,80,Medium,中,警惕,40,可跟踪,71,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,长期ROE偏低但PE不低；近5年自由现金流多次为负；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,Fortis作为受监管公用事业，ROE稳定（7.1%），无亏损和负经营现金流，营收稳健增长（CAGR 3.3%）。但自由现金流持续为负（5年平均-12.3亿），资产负债率65.4%偏高，利息覆盖倍数2.59偏低，财务杠杆风险需关注。,高负债率（65.4%）和低利息覆盖倍数（2.59）增加偿债压力；自由现金流长期为负，依赖外部融资支持资本开支；商誉占比16.7%存在减值风险。,关注自由现金流能否改善；债务水平及利息覆盖倍数变化；监管政策对收益的影响；资本开支计划与融资安排。,deepseek-chat,否,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
59.7,观察池,规则质量可跟踪,规则质量65；ROE7.0%；ROE波动3.4%；数据质量High；AI谨慎观察；PE51.67；PB2.88,排雷需关注,002090,CN,金智科技,-,科技,营收增长、自由现金流、研发投入效率,51.67,2.88,7.0%,3.4%,-,51.3%,-,-,未分红/不适用,-1.2%,10,10,100,High,未知,警惕,70,可跟踪,65,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长偏弱,科技公司营收增长转负；长期ROE偏低但PE不低,谨慎观察,Medium,公司10年ROE仅7.0%，且波动较大（3.4%），盈利能力一般。营收5年CAGR为-1.2%，显示增长停滞。但近5年无亏损且经营现金流持续为正，财务基础尚可。资产负债率51.3%适中，但未分红且缺乏自由现金流数据，需关注现金流状况。,营收负增长，成长性不足；ROE偏低且波动，盈利稳定性存疑；未分红可能反映现金流或投资策略问题；缺乏商誉和利息覆盖数据，需警惕隐性债务风险。,关注未来营收能否转正；跟踪自由现金流趋势；观察ROE是否改善；了解不分红原因及资本配置计划。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.7,观察池,规则质量可跟踪,规则质量65；ROE12.6%；ROE波动17.6%；数据质量High；AI谨慎观察；PE14.01；PB1.59,排雷需关注,600738,CN,丽尚国潮,-,通用,ROE、现金流、资产负债率,14.01,1.59,12.6%,17.6%,-,38.2%,-,-,未分红/不适用,-0.3%,10,10,100,High,未知,警惕,70,可跟踪,65,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,10年ROE均值12.6%尚可，但波动较大（17.6%），净利润波动1.65，显示盈利不稳定。近5年无亏损且经营现金流持续为正，但5年营收CAGR为-0.3%，增长停滞。资产负债率38.2%较低，但未分红且缺乏自由现金流数据，整体质量一般。,营收负增长，盈利波动大，未分红可能反映现金流或资本配置问题。缺乏商誉、利息覆盖等关键数据，无法全面评估财务风险。,关注营收能否恢复增长，盈利稳定性改善，以及未来分红政策。需补充自由现金流、商誉及利息覆盖数据。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.7,观察池,规则通过,规则质量36；ROE8.8%；ROE波动8.7%；数据质量High；PE39.84；PB4.11,-,603933,CN,睿能科技,-,科技,营收增长、自由现金流、研发投入效率,39.84,4.11,8.8%,8.7%,-,47.7%,-,-,未分红/不适用,1.7%,10,10,100,High,未知,通过,100,排除,36,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；经营现金流多次为负；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,-,,,,,,,未评估,暂无AI独立评估
59.6,观察池,规则质量可跟踪,规则质量73；ROE12.9%；ROE波动17.7%；数据质量High；AI谨慎观察；PE48.76；PB3.89,排雷需关注,002006,CN,精工科技,-,科技,营收增长、自由现金流、研发投入效率,48.76,3.89,12.9%,17.7%,-,49.4%,-,-,未分红/不适用,-0.5%,10,10,100,High,未知,警惕,55,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,10年ROE均值12.9%尚可，但波动较大（17.7%），且近5年营收CAGR为负（-0.5%），增长停滞。无分红记录，现金流数据缺失，需进一步验证盈利质量和增长前景。,营收负增长，成长性不足；ROE波动大，盈利稳定性存疑；无分红，股东回报不明确；资产负债率49.4%适中，但利息覆盖倍数未知，需关注偿债能力。,关注未来营收能否转正；跟踪现金流状况及盈利稳定性；评估行业竞争格局及公司战略调整效果。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.6,观察池,规则质量可跟踪,规则质量67；ROE20.4%；ROE波动27.1%；数据质量High；AI谨慎观察；PE65.36；PB1.11,排雷需关注,600395,CN,盘江股份,-,通用,ROE、现金流、资产负债率,65.36,1.11,20.4%,27.1%,-,75.3%,-,-,未分红/不适用,0.1%,10,10,100,High,未知,警惕,70,可跟踪,67,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率高于行业舒适区；营收增长处于可接受区间,10年ROE波动较大；资产负债率偏高,谨慎观察,Medium,10年ROE达20.4%，但波动率27.1%较高；净利润波动0.70，稳定性一般；近5年无亏损且OCF持续为正，现金流尚可；但资产负债率75.3%偏高，且营收5年CAGR仅0.1%，增长停滞。,高负债率（75.3%）增加财务风险；营收零增长，成长性不足；ROE波动大，盈利稳定性存疑；未分红，股东回报不明确。,关注未来营收能否恢复增长；负债率变化趋势；现金流是否持续覆盖债务；管理层是否有改善盈利稳定性的计划。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.6,观察池,规则质量可跟踪；AI可跟踪,规则质量65；ROE11.7%；ROE波动12.2%；数据质量Medium；AI可跟踪；PE42.40；PB9.48,短历史封顶；排雷需关注,IRDM,US,Iridium Communications Inc - Common Stock,Telecom Services,通用,ROE、现金流、资产负债率,42.40,9.48,11.7%,12.2%,280186500.00,81.7%,3.9%,2.64,未分红/不适用,6.5%,4,6,80,Medium,中,警惕,25,可跟踪,65,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,公司连续5年盈利且经营现金流为正，自由现金流稳定为正，营收稳健增长。但资产负债率高达81.7%，利息覆盖倍数仅2.64，财务杠杆较高，需关注偿债能力。ROE波动较大，盈利稳定性一般。,高资产负债率（81.7%）和较低的利息覆盖倍数（2.64）带来财务风险；ROE波动较大（12.2%），盈利稳定性不足；未分红，股东回报有限。,关注负债率变化及利息覆盖倍数是否改善；跟踪自由现金流趋势及营收增长能否持续；观察行业竞争及卫星通信需求变化。,deepseek-chat,否,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
59.5,观察池,规则质量可跟踪,规则质量73；ROE8.6%；ROE波动6.3%；数据质量High；AI谨慎观察；PE213.80；PB10.84,排雷需关注,603738,CN,泰晶科技,-,科技,营收增长、自由现金流、研发投入效率,213.80,10.84,8.6%,6.3%,-,17.8%,-,-,未分红/不适用,-6.6%,10,10,100,High,未知,警惕,55,可跟踪,73,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,科技公司营收增长转负；10年净利润波动较大；近5年营收增长偏弱,谨慎观察,Medium,公司10年ROE均值8.6%，波动6.3%，盈利能力一般且不稳定；近5年营收CAGR为-6.6%，显示增长乏力；但无亏损和负经营现金流，资产负债率低至17.8%，财务结构稳健。,营收持续下滑，成长性不足；ROE波动较大，盈利稳定性存疑；未分红，股东回报有限。,关注营收下滑趋势能否逆转；观察ROE能否提升并稳定；留意公司是否有新增长点或战略调整。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.4,观察池,规则质量可跟踪,规则质量73；ROE6.2%；ROE波动7.0%；数据质量High；AI谨慎观察；PE21.99；PB1.91,排雷需关注,601218,CN,吉鑫科技,-,科技,营收增长、自由现金流、研发投入效率,21.99,1.91,6.2%,7.0%,-,19.0%,-,-,未分红/不适用,-6.7%,10,10,100,High,未知,警惕,40,可跟踪,73,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,科技公司营收增长转负；10年净利润波动较大；长期ROE偏低但PE不低；近5年营收增长偏弱,谨慎观察,Medium,公司10年ROE仅6.2%，且波动较大（7.0%），盈利能力较弱。营收5年CAGR为-6.7%，处于下滑趋势。虽然无亏损和负OCF，但未分红，现金流数据缺失。资产负债率低（19%），财务结构稳健，但增长乏力。,营收持续下滑，盈利能力低且不稳定，缺乏分红记录，自由现金流数据不足，未来成长性存疑。,关注营收能否止跌回升，ROE是否改善，自由现金流及分红政策变化，行业竞争格局。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.3,观察池,规则质量可跟踪,规则质量69；ROE6.0%；ROE波动4.4%；数据质量Medium；AI谨慎观察；PB0.89,短历史封顶；排雷需关注,SCL,US,Stepan Company Common Stock,Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,-,0.89,6.0%,4.4%,-40401000.00,47.2%,3.9%,3.28,未分红/不适用,-5.6%,4,6,80,Medium,低,警惕,85,可跟踪,69,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,公司连续5年自由现金流为负，且营收负增长，ROE较低且波动大，财务质量一般。但无亏损和负经营现金流，资产负债率尚可，商誉占比低，利息覆盖倍数略低。,自由现金流持续为负可能影响偿债和投资能力；营收下滑趋势未扭转；ROE低且波动大，盈利能力不稳定。,关注自由现金流能否转正；营收增长拐点；ROE改善趋势；利息覆盖倍数是否提升。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
