股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
WGS,US,GeneDx Holdings Corp. - Class A Common Stock,Diagnostics & Research,通用,ROE、现金流、资产负债率,-,3.87,-80.4%,95.6%,-134765000.00,41.2%,2.6%,-,未分红/不适用,22.1%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WH,US,"Wyndham Hotels & Resorts, Inc. Common Stock",Lodging,通用,ROE、现金流、资产负债率,31.64,12.85,40.3%,3.3%,315250000.00,88.8%,36.5%,2.79,未分红/不适用,-1.6%,4,6,80,Medium,中,排除,15,排除,20,规则排雷已判定存在硬伤,资产负债率过高；商誉占比偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WHD,US,"Cactus, Inc. Class A Common Stock",Oil & Gas Equipment & Services,周期,利润波动、ROE波动、资本开支周期,53.23,3.20,17.4%,2.8%,220611250.00,23.4%,10.8%,99.25,未分红/不适用,16.2%,4,6,80,Medium,低,通过,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WHG,US,Westwood Holdings Group Inc Common Stock,Asset Management,通用,ROE、现金流、资产负债率,19.05,1.06,2.8%,5.3%,22058500.00,21.9%,24.3%,-,未分红/不适用,12.5%,4,6,80,Medium,低,排除,30,排除,20,规则排雷已判定存在硬伤,10年净利润波动较大；长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WHLR,US,"Wheeler Real Estate Investment Trust, Inc. - Common Stock",REIT - Retail,地产,净负债率、现金短债比、资产负债率,-,-0.02,-5.8%,13.8%,11580000.00,84.3%,-,1.48,未分红/不适用,9.1%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,地产需补充净负债率/现金短债比专项数据；地产资产负债率偏高；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WHR,US,Whirlpool Corporation Common Stock,"Furnishings, Fixtures & Appliances",通用,ROE、现金流、资产负债率,13.56,0.82,-11.3%,38.4%,412750000.00,83.0%,19.4%,2.51,未分红/不适用,-7.7%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数偏低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WHWK,US,"Whitehawk Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.63,-59.3%,45.7%,-68227000.00,9.6%,-,-,未分红/不适用,-22.3%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WIA,US,Western Asset Inflation-Linked Income Fund,Asset Management,通用,ROE、现金流、资产负债率,12.15,0.88,-2.4%,13.7%,-,29.6%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WILC,US,"G. Willi-Food International,  Ltd. - Ordinary Shares",Food Distribution,消费,ROE、毛利率稳定性、分红稳定性,15.83,0.77,9.6%,3.7%,7484000.00,9.1%,0.0%,-,未分红/不适用,7.0%,4,6,80,Medium,低,警惕,85,可跟踪,77,数据质量中等，质量评级需降置信度；长期ROE低于行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,消费公司长期ROE不够突出；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WIMI,US,WiMi Hologram Cloud Inc. - Class B Ordinary Shares,Advertising Agencies,通用,ROE、现金流、资产负债率,0.65,0.09,-17.2%,33.4%,101840170.25,26.2%,-,27.77,未分红/不适用,-14.8%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WINA,US,Winmark Corporation - Common Stock,Specialty Retail,消费,ROE、毛利率稳定性、分红稳定性,31.64,-23.37,-71.9%,7.1%,42597025.00,315.7%,2.4%,22.72,未分红/不适用,1.9%,4,6,80,Medium,低,排除,5,排除,20,规则排雷已判定存在硬伤,消费公司长期ROE不够突出；长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WING,US,Wingstop Inc. - Common Stock,Restaurants,通用,ROE、现金流、资产负债率,29.43,-4.82,-17.2%,4.5%,86092750.00,206.3%,12.1%,7.63,未分红/不适用,24.9%,4,6,80,Medium,低,排除,20,排除,20,规则排雷已判定存在硬伤,长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WIT,US,Wipro Limited Common Stock,Information Technology Services,科技,营收增长、自由现金流、研发投入效率,14.54,2.06,15.9%,1.9%,131626500000.00,-,-,-,未分红/不适用,4.0%,4,6,80,Medium,未知,通过,85,优质候选,99,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；营收增长处于可接受区间,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WIX,US,Wix.com Ltd. - Ordinary Shares,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,-8.21,-22.2%,140.0%,299930250.00,114.0%,5.2%,1.28,未分红/不适用,12.8%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WK,US,Workiva Inc. Class A Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,197.50,-488.66,-191.0%,900.8%,74997000.00,100.4%,13.8%,-0.75,未分红/不适用,18.0%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WKC,US,World Kinect Corporation Common Stock,Oil & Gas Refining & Marketing,周期,利润波动、ROE波动、资本开支周期,-,1.18,-8.8%,25.7%,165650000.00,77.7%,12.6%,-5.60,未分红/不适用,-14.5%,4,6,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WKHS,US,"Workhorse Group, Inc. - Common Stock",Auto Manufacturers,通用,ROE、现金流、资产负债率,-,0.67,-69.9%,132.3%,-83024489.75,63.5%,2.7%,-,未分红/不适用,61.6%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WKSP,US,"Worksport, Ltd. - Common Stock",Auto Parts,通用,ROE、现金流、资产负债率,-,0.34,-77.9%,17.9%,-15962574.50,25.5%,-,-31.65,未分红/不适用,417.0%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLDN,US,"Willdan Group, Inc. - Common Stock",Engineering & Construction,周期,利润波动、ROE波动、资本开支周期,24.76,4.46,6.9%,9.1%,40869250.00,44.0%,33.0%,7.96,未分红/不适用,16.7%,4,6,80,Medium,低,警惕,40,可跟踪,74,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年出现亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,周期行业利润弹性过大；10年净利润波动较大；长期ROE偏低但PE不低；商誉占比偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLDS,US,Wearable Devices Ltd. - Ordinary Share,Consumer Electronics,科技,营收增长、自由现金流、研发投入效率,-,0.15,-113.6%,73.5%,-7166000.00,7.2%,-,-,未分红/不适用,143.2%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLFC,US,Willis Lease Finance Corporation - Common Stock,Rental & Leasing Services,通用,ROE、现金流、资产负债率,10.88,2.01,12.1%,8.3%,-230443000.00,83.2%,-,2.22,未分红/不适用,32.8%,4,6,80,Medium,中,警惕,40,可跟踪,77,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率高于行业舒适区；营收增长达到行业较好水平,近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLK,US,Westlake Corporation Common Stock,Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,-,1.29,4.0%,16.3%,841250000.00,53.4%,6.6%,-8.34,未分红/不适用,-10.9%,4,6,80,Medium,低,排除,0,排除,20,规则排雷已判定存在硬伤,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLKP,US,Westlake Chemical Partners LP Common Units representing limited partner interests,Chemicals,周期,利润波动、ROE波动、资本开支周期,13.81,1.59,-,-,363119500.00,36.1%,0.5%,14.06,未分红/不适用,-9.9%,4,6,80,Medium,未知,警惕,85,谨慎观察,57,数据质量中等，质量评级需降置信度；长期ROE缺失；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLTH,US,Wealthfront Corporation - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,2.76,406.1%,746.4%,112037666.67,56.6%,-,-112.63,未分红/不适用,29.8%,3,0,60,Medium,低,排除,30,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLY,US,"John Wiley & Sons, Inc. Common Stock",Publishing,通用,ROE、现金流、资产负债率,13.95,2.74,-0.3%,18.5%,153370750.00,72.1%,41.7%,3.72,未分红/不适用,-7.0%,4,0,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；商誉占比过高；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WLYB,US,"John Wiley & Sons, Inc. Common Stock",Publishing,通用,ROE、现金流、资产负债率,14.49,2.85,-0.3%,18.5%,153370750.00,72.1%,41.7%,3.72,未分红/不适用,-7.0%,4,0,80,Medium,中,排除,0,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；商誉占比过高；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WM,US,"Waste Management, Inc. Common Stock",Waste Management,通用,ROE、现金流、资产负债率,31.86,8.82,31.6%,3.0%,2187000000.00,78.2%,30.3%,4.76,未分红/不适用,8.6%,4,6,80,Medium,中,警惕,55,优质候选,93,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WMB,US,"Williams Companies, Inc. (The) Common Stock",Oil & Gas Midstream,周期,利润波动、ROE波动、资本开支周期,34.09,7.44,20.5%,3.7%,2293000000.00,74.4%,0.8%,3.51,未分红/不适用,2.9%,4,6,80,Medium,中,警惕,70,优质候选,95,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
WMG,US,Warner Music Group Corp. - Class A Common Stock,Entertainment,通用,ROE、现金流、资产负债率,39.80,23.63,160.7%,138.9%,414250000.00,92.3%,21.0%,4.02,未分红/不适用,4.3%,4,6,80,Medium,中,排除,15,排除,20,规则排雷已判定存在硬伤,10年ROE波动较大；资产负债率过高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
